repo_name,owner,repo_name_short,language,description,html_url,norm_openrank,norm_star_fork_avg,norm_activity,openrank_slope,activity_volatility,star_growth_rate,ecosystem_correlation,contributor_strength,semantic_similarity,basic_strength_score,temporal_dynamic_score,relationship_enhancement_score,final_priority_score
LizardByte/Sunshine,LizardByte,Sunshine,C++,Self-hosted game stream host for Moonlight.,https://github.com/LizardByte/Sunshine,0.73,0.7,7.33,0.73,0.02,0.73,3.06,0.02,0.73,2.04,0.52,1.69,1.42
pocketbase/pocketbase,pocketbase,pocketbase,Go,Open Source realtime backend in 1 file,https://github.com/pocketbase/pocketbase,1.21,1.17,7.1,1.21,0.01,1.21,0.91,0.01,1.21,2.37,0.85,0.7,1.42
lencx/ChatGPT,lencx,ChatGPT,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",https://github.com/lencx/ChatGPT,1.2,1.22,7.59,1.2,0.0,1.2,0.6,0.0,1.2,2.48,0.84,0.54,1.42
balena-io/etcher,balena-io,etcher,TypeScript,"Flash OS images to SD cards & USB drives, safely and easily.",https://github.com/balena-io/etcher,0.72,0.71,9.29,0.72,0.02,0.72,1.8,0.02,0.72,2.43,0.51,1.05,1.42
zhayujie/chatgpt-on-wechat,zhayujie,chatgpt-on-wechat,Python,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择ChatGPT/Claude/DeepSeek/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。,https://github.com/zhayujie/chatgpt-on-wechat,0.89,1.01,8.23,0.89,0.01,0.89,1.61,0.01,0.89,2.39,0.63,0.99,1.42
minimaxir/big-list-of-naughty-strings,minimaxir,big-list-of-naughty-strings,Python,The Big List of Naughty Strings is a list of strings which have a high probability of causing issues when used as user-input data.,https://github.com/minimaxir/big-list-of-naughty-strings,1.05,1.0,7.55,1.05,0.0,1.05,1.39,0.0,1.05,2.33,0.73,0.9,1.42
vbenjs/vue-vben-admin,vbenjs,vue-vben-admin,Vue,"A modern vue admin panel built with Vue3, Shadcn UI, Vite, TypeScript, and Monorepo. It's fast!",https://github.com/vbenjs/vue-vben-admin,0.69,0.8,7.81,0.69,0.01,0.69,2.75,0.01,0.69,2.14,0.48,1.52,1.41
GitSquared/edex-ui,GitSquared,edex-ui,JavaScript,"A cross-platform, customizable science fiction terminal emulator with advanced monitoring & touchscreen support.",https://github.com/GitSquared/edex-ui,0.96,0.94,8.42,0.96,0.01,0.96,1.14,0.01,0.96,2.45,0.68,0.77,1.41
roboflow/supervision,roboflow,supervision,Python,We write your reusable computer vision tools. 💜,https://github.com/roboflow/supervision,0.8,0.79,7.78,0.8,0.03,0.8,2.36,0.03,0.8,2.19,0.57,1.35,1.41
PlexPt/awesome-chatgpt-prompts-zh,PlexPt,awesome-chatgpt-prompts-zh,0,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,1.27,1.43,6.93,1.27,0.0,1.27,0.46,0.0,1.27,2.45,0.89,0.48,1.41
CorentinJ/Real-Time-Voice-Cloning,CorentinJ,Real-Time-Voice-Cloning,Python,Clone a voice in 5 seconds to generate arbitrary speech in real-time,https://github.com/CorentinJ/Real-Time-Voice-Cloning,1.3,1.38,7.03,1.3,0.0,1.3,0.33,0.0,1.3,2.47,0.91,0.43,1.41
tw93/Pake,tw93,Pake,Rust,🤱🏻 Turn any webpage into a desktop app with one command.,https://github.com/tw93/Pake,0.98,1.07,8.21,0.98,0.01,0.98,1.04,0.01,0.98,2.45,0.69,0.72,1.4
MichaelCade/90DaysOfDevOps,MichaelCade,90DaysOfDevOps,Shell,"This repository started out as a learning in public project for myself and has now become a structured learning map for many in the community. We have 3 years under our belt covering all things DevOps, including Principles, Processes, Tooling and Use Cases surrounding this vast topic. ",https://github.com/MichaelCade/90DaysOfDevOps,0.64,0.72,7.97,0.64,0.01,0.64,2.84,0.01,0.64,2.13,0.45,1.55,1.4
aymericdamien/TensorFlow-Examples,aymericdamien,TensorFlow-Examples,Jupyter Notebook,TensorFlow Tutorial and Examples for Beginners (support TF v1 & v2),https://github.com/aymericdamien/TensorFlow-Examples,0.96,1.18,7.74,0.96,0.0,0.96,1.24,0.0,0.96,2.38,0.67,0.81,1.39
necolas/normalize.css,necolas,normalize.css,CSS,A modern alternative to CSS resets,https://github.com/necolas/normalize.css,1.18,1.29,7.03,1.18,0.0,1.18,0.7,0.0,1.18,2.38,0.83,0.59,1.39
naptha/tesseract.js,naptha,tesseract.js,JavaScript,Pure Javascript OCR for more than 100 Languages 📖🎉🖥,https://github.com/naptha/tesseract.js,0.83,0.81,8.42,0.83,0.01,0.83,1.68,0.01,0.83,2.34,0.58,1.01,1.39
impress/impress.js,impress,impress.js,JavaScript,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.,https://github.com/impress/impress.js,0.85,0.91,8.07,0.85,0.0,0.85,1.74,0.0,0.85,2.31,0.59,1.04,1.39
dragonflydb/dragonfly,dragonflydb,dragonfly,C++,A modern replacement for Redis and Memcached,https://github.com/dragonflydb/dragonfly,0.65,0.62,7.71,0.65,0.03,0.65,2.94,0.03,0.65,2.05,0.47,1.61,1.39
Z4nzu/hackingtool,Z4nzu,hackingtool,Python,ALL IN ONE Hacking Tool For Hackers,https://github.com/Z4nzu/hackingtool,1.2,1.21,6.96,1.2,0.0,1.2,0.75,0.0,1.2,2.35,0.84,0.61,1.39
upscayl/upscayl,upscayl,upscayl,TypeScript,"🆙 Upscayl - #1 Free and Open Source AI Image Upscaler for Linux, MacOS and Windows.",https://github.com/upscayl/upscayl,0.93,0.89,8.63,0.93,0.01,0.93,0.95,0.01,0.93,2.46,0.65,0.66,1.38
motiondivision/motion,motiondivision,motion,TypeScript,A modern animation library for React and JavaScript,https://github.com/motiondivision/motion,0.67,0.64,7.9,0.67,0.05,0.67,2.63,0.05,0.67,2.11,0.49,1.46,1.38
adam-p/markdown-here,adam-p,markdown-here,JavaScript,"Google Chrome, Firefox, and Thunderbird extension that lets you write email in Markdown and render it before sending.",https://github.com/adam-p/markdown-here,1.32,1.43,6.51,1.32,0.01,1.32,0.27,0.01,1.32,2.39,0.93,0.4,1.38
google/styleguide,google,styleguide,HTML,Style guides for Google-originated open-source projects,https://github.com/google/styleguide,0.85,1.04,7.5,0.85,0.0,0.85,1.88,0.0,0.85,2.24,0.6,1.11,1.38
microsoft/ai-agents-for-beginners,microsoft,ai-agents-for-beginners,Jupyter Notebook,12 Lessons to Get Started Building AI Agents,https://github.com/microsoft/ai-agents-for-beginners,1.06,1.3,6.75,1.06,0.01,1.06,1.28,0.01,1.06,2.27,0.74,0.86,1.38
NanmiCoder/MediaCrawler,NanmiCoder,MediaCrawler,Python,小红书笔记 | 评论爬虫、抖音视频 | 评论爬虫、快手视频 | 评论爬虫、B 站视频 ｜ 评论爬虫、微博帖子 ｜ 评论爬虫、百度贴吧帖子 ｜ 百度贴吧评论回复爬虫  | 知乎问答文章｜评论爬虫,https://github.com/NanmiCoder/MediaCrawler,0.92,1.02,8.02,0.92,0.0,0.92,1.18,0.0,0.92,2.37,0.64,0.77,1.37
